ENSEMBL	ENTREZID	SYMBOL
ENSG00000071282	29995	LMCD1
ENSG00000250978	101928819	LOC101928819
ENSG00000163110	10611	PDLIM5
ENSG00000145777	85480	TSLP
ENSG00000183160	338773	TMEM119
ENSG00000183044	18	ABAT
ENSG00000061273	51564	HDAC7
ENSG00000146411	154091	SLC2A12
ENSG00000128606	10234	LRRC17
ENSG00000185813	5833	PCYT2
ENSG00000127824	7277	TUBA4A
ENSG00000112773	55603	TENT5A
ENSG00000213160	151230	KLHL23
ENSG00000213160	100526832	PHOSPHO2-KLHL23
ENSG00000140807	85407	NKD1
ENSG00000168214	3516	RBPJ
ENSG00000276600	338382	RAB7B
ENSG00000106615	6009	RHEB
ENSG00000187239	23048	FNBP1
ENSG00000184254	220	ALDH1A3
ENSG00000099204	3983	ABLIM1
ENSG00000159884	203260	CCDC107
ENSG00000051108	9709	HERPUD1
ENSG00000114270	1294	COL7A1
ENSG00000169764	7360	UGP2
ENSG00000110900	441631	TSPAN11
ENSG00000131386	117248	GALNT15
ENSG00000198542	9358	ITGBL1
ENSG00000133216	2048	EPHB2
ENSG00000019995	54764	ZRANB1
ENSG00000163697	323	APBB2
ENSG00000165507	11067	DEPP1
ENSG00000147526	6867	TACC1
ENSG00000116132	5396	PRRX1
ENSG00000125848	23767	FLRT3
ENSG00000157510	134265	AFAP1L1
ENSG00000108950	54757	FAM20A
ENSG00000286190	728392	SMIM48
ENSG00000286190	124900388	LOC124900388
ENSG00000164292	22836	RHOBTB3
ENSG00000104756	54793	KCTD9
ENSG00000106333	5118	PCOLCE
ENSG00000185561	727910	TLCD2
ENSG00000128045	65997	RASL11B
ENSG00000168646	8313	AXIN2
ENSG00000137962	9411	ARHGAP29
ENSG00000137962	105378858	LOC105378858
ENSG00000169744	9079	LDB2
ENSG00000181061	25994	HIGD1A
ENSG00000183876	340075	ARSI
ENSG00000179820	91663	MYADM
ENSG00000198431	7296	TXNRD1
ENSG00000205978	57523	NYNRIN
ENSG00000114098	25852	ARMC8
ENSG00000145675	5295	PIK3R1
ENSG00000135446	1019	CDK4
ENSG00000143382	54507	ADAMTSL4
ENSG00000099194	6319	SCD
ENSG00000163171	10602	CDC42EP3
ENSG00000013297	5010	CLDN11
ENSG00000173838	162333	MARCHF10
ENSG00000162772	467	ATF3
ENSG00000157514	1831	TSC22D3
ENSG00000143891	130589	GALM
ENSG00000171819	10218	ANGPTL7
ENSG00000113389	4883	NPR3
ENSG00000164742	107	ADCY1
ENSG00000164484	114801	TMEM200A
ENSG00000092621	26227	PHGDH
ENSG00000003402	8837	CFLAR
ENSG00000159212	54102	CLIC6
ENSG00000105810	1021	CDK6
ENSG00000136436	10241	CALCOCO2
ENSG00000157613	90993	CREB3L1
ENSG00000146592	9586	CREB5
ENSG00000135318	4907	NT5E
ENSG00000132356	5562	PRKAA1
ENSG00000088756	79822	ARHGAP28
ENSG00000164930	8323	FZD6
ENSG00000169218	284654	RSPO1
ENSG00000174136	285704	RGMB
ENSG00000106617	51422	PRKAG2
ENSG00000127083	4958	OMD
ENSG00000113456	5810	RAD1
ENSG00000242265	23089	PEG10
ENSG00000170759	3799	KIF5B
ENSG00000243244	11037	STON1
ENSG00000189184	54510	PCDH18
ENSG00000131080	60401	EDA2R
ENSG00000138074	8884	SLC5A6
ENSG00000111728	6489	ST8SIA1
ENSG00000118689	2309	FOXO3
ENSG00000120837	4801	NFYB
ENSG00000134851	55858	TMEM165
ENSG00000162545	55450	CAMK2N1
ENSG00000188042	10123	ARL4C
ENSG00000170775	2861	GPR37
ENSG00000124212	5740	PTGIS
ENSG00000274276	102724560	LOC102724560
ENSG00000132530	54739	XAF1
ENSG00000103381	55313	CPPED1
ENSG00000108604	6603	SMARCD2
ENSG00000165802	26012	NSMF
ENSG00000128311	7263	TST
ENSG00000258947	10381	TUBB3
ENSG00000109654	23321	TRIM2
ENSG00000183287	147372	CCBE1
ENSG00000114019	51421	AMOTL2
ENSG00000165072	256691	MAMDC2
ENSG00000101955	8406	SRPX
ENSG00000179593	247	ALOX15B
ENSG00000120896	10174	SORBS3
ENSG00000143127	8515	ITGA10
ENSG00000139329	4060	LUM
ENSG00000107796	59	ACTA2
ENSG00000172061	131578	LRRC15
ENSG00000182552	201965	RWDD4
ENSG00000185022	23764	MAFF
ENSG00000170873	9788	MTSS1
ENSG00000124151	8202	NCOA3
ENSG00000164070	22824	HSPA4L
ENSG00000245532	283131	NEAT1
ENSG00000078018	4133	MAP2
ENSG00000174306	23051	ZHX3
ENSG00000105419	56917	MEIS3
ENSG00000007866	7005	TEAD3
ENSG00000084090	56910	STARD7
ENSG00000149591	6876	TAGLN
ENSG00000175130	65108	MARCKSL1
ENSG00000128699	94101	ORMDL1
ENSG00000186594	84981	MIR22HG
ENSG00000070193	2255	FGF10
ENSG00000132970	10810	WASF3
ENSG00000275482	2051	EPHB6
ENSG00000106772	158471	PRUNE2
ENSG00000151690	54842	MFSD6
ENSG00000135821	2752	GLUL
ENSG00000116991	57568	SIPA1L2
ENSG00000157654	445815	PALM2AKAP2
ENSG00000166484	5598	MAPK7
ENSG00000169738	51181	DCXR
ENSG00000147119	56548	CHST7
ENSG00000110090	1374	CPT1A
ENSG00000213639	5500	PPP1CB
ENSG00000137076	7094	TLN1
ENSG00000164761	4982	TNFRSF11B
ENSG00000035403	7414	VCL
ENSG00000103175	58189	WFDC1
ENSG00000158246	115572	TENT5B
ENSG00000168610	6774	STAT3
ENSG00000023909	2730	GCLM
ENSG00000162878	91461	PKDCC
ENSG00000138356	316	AOX1
ENSG00000111450	2054	STX2
ENSG00000126950	59353	TMEM35A
ENSG00000170989	1901	S1PR1
ENSG00000142871	3491	CCN1
ENSG00000144857	91653	BOC
ENSG00000131016	9590	AKAP12
ENSG00000167191	51704	GPRC5B
ENSG00000171793	1503	CTPS1
ENSG00000158122	195827	PRXL2C
ENSG00000173068	54796	BNC2
ENSG00000107338	6461	SHB
ENSG00000183722	10186	LHFPL6
ENSG00000126878	83543	AIF1L
ENSG00000206538	389136	VGLL3
ENSG00000109686	152503	SH3D19
ENSG00000169926	51621	KLF13
ENSG00000198585	131870	NUDT16
ENSG00000128342	3976	LIF
ENSG00000183496	84206	MEX3B
ENSG00000143507	11221	DUSP10
ENSG00000137393	255488	RNF144B
ENSG00000074410	771	CA12
ENSG00000140105	7453	WARS1
ENSG00000167460	7171	TPM4
ENSG00000159840	7791	ZYX
ENSG00000205208	201725	C4orf46
ENSG00000113580	2908	NR3C1
ENSG00000152779	387700	SLC16A12
ENSG00000108830	8153	RND2
ENSG00000241399	9936	CD302
ENSG00000166825	290	ANPEP
ENSG00000197301	100129940	HMGA2-AS1
ENSG00000145244	10699	CORIN
ENSG00000100784	9252	RPS6KA5
ENSG00000025423	8630	HSD17B6
ENSG00000081377	8555	CDC14B
ENSG00000151835	26278	SACS
ENSG00000165801	55701	ARHGEF40
ENSG00000116962	4811	NID1
ENSG00000244274	55861	DBNDD2
ENSG00000154654	4685	NCAM2
ENSG00000171132	5581	PRKCE
ENSG00000166963	4130	MAP1A
ENSG00000117461	8503	PIK3R3
ENSG00000026950	11119	BTN3A1
ENSG00000066697	91283	MSANTD3
ENSG00000082146	55437	STRADB
ENSG00000119514	79695	GALNT12
ENSG00000139567	94	ACVRL1
ENSG00000067369	7158	TP53BP1
ENSG00000122971	35	ACADS
ENSG00000196155	25894	PLEKHG4
ENSG00000116711	5321	PLA2G4A
ENSG00000112936	730	C7
ENSG00000174099	253827	MSRB3
ENSG00000165996	9200	HACD1
ENSG00000134253	80263	TRIM45
ENSG00000111859	4739	NEDD9
ENSG00000081803	93664	CADPS2
ENSG00000136830	64855	NIBAN2
ENSG00000157110	11030	RBPMS
ENSG00000168556	3622	ING2
ENSG00000106976	1759	DNM1
ENSG00000196230	203068	TUBB
ENSG00000152377	6695	SPOCK1
ENSG00000198947	1756	DMD
ENSG00000181019	1728	NQO1
ENSG00000213626	81606	LBH
ENSG00000196715	154807	VKORC1L1
ENSG00000197769	440738	MAP1LC3C
ENSG00000100033	5625	PRODH
ENSG00000170365	4086	SMAD1
ENSG00000065320	9423	NTN1
ENSG00000186575	4771	NF2
ENSG00000112576	896	CCND3
ENSG00000104964	166	TLE5
ENSG00000101608	10627	MYL12A
ENSG00000170624	6444	SGCD
ENSG00000110756	11234	HPS5
ENSG00000205213	55366	LGR4
ENSG00000113140	6678	SPARC
ENSG00000131771	84152	PPP1R1B
ENSG00000102554	688	KLF5
ENSG00000165633	196740	VSTM4
ENSG00000164050	5364	PLXNB1
ENSG00000147655	340419	RSPO2
ENSG00000161813	113251	LARP4
ENSG00000083290	9706	ULK2
ENSG00000089041	5027	P2RX7
ENSG00000130066	6303	SAT1
ENSG00000133110	10631	POSTN
ENSG00000170776	11214	AKAP13
ENSG00000131871	55829	SELENOS
ENSG00000013293	57709	SLC7A14
ENSG00000162704	10092	ARPC5
ENSG00000099860	4616	GADD45B
ENSG00000185745	3434	IFIT1
ENSG00000159167	6781	STC1
ENSG00000169047	3667	IRS1
ENSG00000113361	1004	CDH6
ENSG00000120690	1997	ELF1
ENSG00000158292	387509	GPR153
ENSG00000143344	23179	RGL1
ENSG00000124440	64344	HIF3A
ENSG00000169504	25932	CLIC4
ENSG00000049540	2006	ELN
ENSG00000118523	1490	CCN2
ENSG00000100626	57452	GALNT16
ENSG00000184743	25923	ATL3
ENSG00000231246	105378909	LINC02884
ENSG00000077254	23032	USP33
ENSG00000182809	1397	CRIP2
ENSG00000168542	1281	COL3A1
ENSG00000138669	5593	PRKG2
ENSG00000178209	5339	PLEC
ENSG00000115884	6382	SDC1
ENSG00000079691	55604	CARMIL1
ENSG00000233608	117581	TWIST2
ENSG00000116001	7072	TIA1
ENSG00000035664	23604	DAPK2
ENSG00000163430	11167	FSTL1
ENSG00000087116	9509	ADAMTS2
ENSG00000168890	129303	TMEM150A
ENSG00000067900	6093	ROCK1
ENSG00000143878	388	RHOB
ENSG00000149131	710	SERPING1
ENSG00000162066	51005	AMDHD2
ENSG00000100813	22985	ACIN1
ENSG00000186469	54331	GNG2
ENSG00000162426	50651	SLC45A1
ENSG00000135069	29968	PSAT1
ENSG00000165272	360	AQP3
ENSG00000151012	23657	SLC7A11
ENSG00000113460	55299	BRIX1
ENSG00000115993	66008	TRAK2
ENSG00000163947	50650	ARHGEF3
ENSG00000107104	23189	KANK1
ENSG00000065809	83641	FAM107B
ENSG00000008130	65220	NADK
ENSG00000161647	4356	MPP3
ENSG00000205364	4499	MT1M
ENSG00000091136	3912	LAMB1
ENSG00000093167	9209	LRRFIP2
ENSG00000083223	79670	TUT7
ENSG00000174437	488	ATP2A2
ENSG00000101265	9770	RASSF2
ENSG00000197555	26037	SIPA1L1
ENSG00000055163	26999	CYFIP2
ENSG00000072210	224	ALDH3A2
ENSG00000100739	623	BDKRB1
ENSG00000221968	3995	FADS3
ENSG00000088888	57506	MAVS
ENSG00000075240	23151	GRAMD4
ENSG00000172954	253558	LCLAT1
ENSG00000118680	103910	MYL12B
ENSG00000253276	168455	CCDC71L
ENSG00000196411	2050	EPHB4
ENSG00000138166	1847	DUSP5
ENSG00000174697	3952	LEP
ENSG00000153904	23576	DDAH1
ENSG00000009413	5980	REV3L
ENSG00000152518	678	ZFP36L2
ENSG00000154262	23460	ABCA6
ENSG00000176971	387758	FIBIN
ENSG00000178425	221294	NT5DC1
ENSG00000272841	117981787	MAP3K4-AS1
ENSG00000108960	23531	MMD
ENSG00000084652	200081	TXLNA
ENSG00000079432	23152	CIC
ENSG00000100994	5834	PYGB
ENSG00000114450	59345	GNB4
ENSG00000129038	4016	LOXL1
ENSG00000138615	8483	CILP
ENSG00000185222	51186	TCEAL9
ENSG00000133943	80017	DGLUCY
ENSG00000197442	4217	MAP3K5
ENSG00000008513	6482	ST3GAL1
ENSG00000172465	9338	TCEAL1
ENSG00000064666	1265	CNN2
ENSG00000100154	23331	TTC28
ENSG00000178031	92949	ADAMTSL1
ENSG00000182551	55256	ADI1
ENSG00000072163	55679	LIMS2
ENSG00000106034	79974	CPED1
ENSG00000164104	3148	HMGB2
ENSG00000128510	51200	CPA4
ENSG00000152332	127933	UHMK1
ENSG00000189058	347	APOD
ENSG00000130766	83667	SESN2
ENSG00000155962	1193	CLIC2
ENSG00000160200	875	CBS
ENSG00000160200	102724560	LOC102724560
ENSG00000188706	51114	ZDHHC9
ENSG00000073792	10644	IGF2BP2
ENSG00000183801	283298	OLFML1
ENSG00000157483	4643	MYO1E
ENSG00000124226	55905	RNF114
ENSG00000183508	54855	TENT5C
ENSG00000124422	23326	USP22
ENSG00000049759	23327	NEDD4L
ENSG00000166272	54838	WBP1L
ENSG00000166272	102724307	CYP17A1-AS1
ENSG00000070540	55062	WIPI1
ENSG00000136295	80727	TTYH3
ENSG00000145632	10769	PLK2
ENSG00000102780	160851	DGKH
ENSG00000123610	7130	TNFAIP6
ENSG00000048707	55187	VPS13D
ENSG00000042286	84883	AIFM2
ENSG00000116016	2034	EPAS1
ENSG00000117758	23673	STX12
ENSG00000183570	54039	PCBP3
ENSG00000177706	56975	FAM20C
ENSG00000129682	2258	FGF13
ENSG00000132622	116835	HSPA12B
ENSG00000226516	654412	FAM138B
ENSG00000226516	124906933	LOC124906933
ENSG00000138078	9581	PREPL
ENSG00000126458	6237	RRAS
ENSG00000134138	4212	MEIS2
ENSG00000117602	11123	RCAN3
ENSG00000092841	4637	MYL6
ENSG00000137880	2644	GCHFR
ENSG00000150687	11098	PRSS23
ENSG00000126861	4974	OMG
ENSG00000126861	101927057	LOC101927057
ENSG00000134508	91768	CABLES1
ENSG00000182197	2131	EXT1
ENSG00000134531	2012	EMP1
ENSG00000025708	1890	TYMP
ENSG00000188215	123879	DCUN1D3
ENSG00000151491	2059	EPS8
ENSG00000067167	23471	TRAM1
ENSG00000067082	1316	KLF6
ENSG00000087086	2512	FTL
ENSG00000094916	23468	CBX5
ENSG00000170584	134492	NUDCD2
ENSG00000182670	7267	TTC3
ENSG00000183726	23585	TMEM50A
ENSG00000135919	5270	SERPINE2
ENSG00000103647	10391	CORO2B
ENSG00000133789	23075	SWAP70
ENSG00000168994	221749	PXDC1
ENSG00000196616	125	ADH1B
ENSG00000129128	60559	SPCS3
ENSG00000164237	134147	CMBL
ENSG00000163017	72	ACTG2
ENSG00000112658	6722	SRF
ENSG00000141574	6398	SECTM1
ENSG00000214944	64283	ARHGEF28
ENSG00000128165	79924	ADM2
ENSG00000166793	219539	YPEL4
ENSG00000177469	284119	CAVIN1
ENSG00000154767	7508	XPC
ENSG00000073712	10979	FERMT2
ENSG00000189320	389558	FAM180A
ENSG00000169855	6091	ROBO1
ENSG00000117868	57488	ESYT2
ENSG00000254470	91056	AP5B1
ENSG00000165030	4783	NFIL3
ENSG00000070882	26031	OSBPL3
ENSG00000124249	60598	KCNK15
ENSG00000241553	10093	ARPC4
ENSG00000198467	7169	TPM2
ENSG00000154864	63895	PIEZO2
ENSG00000085117	3732	CD82
ENSG00000139291	55266	TMEM19
ENSG00000131446	4245	MGAT1
ENSG00000147883	1030	CDKN2B
ENSG00000017797	10928	RALBP1
ENSG00000196950	57181	SLC39A10
ENSG00000122786	800	CALD1
ENSG00000158716	54935	DUSP23
ENSG00000165533	123016	TTC8
ENSG00000163931	7086	TKT
ENSG00000150938	51232	CRIM1
ENSG00000125398	6662	SOX9
ENSG00000083720	5019	OXCT1
ENSG00000080200	131544	CRYBG3
ENSG00000134684	8565	YARS1
ENSG00000164171	3673	ITGA2
ENSG00000176928	51301	GCNT4
ENSG00000019991	3082	HGF
ENSG00000133026	4628	MYH10
ENSG00000168461	11031	RAB31
ENSG00000270885	91608	RASL10B
ENSG00000291350	4969	OGN
ENSG00000171033	5569	PKIA
ENSG00000113657	1809	DPYSL3
ENSG00000081320	9262	STK17B
ENSG00000128309	4357	MPST
ENSG00000185338	8651	SOCS1
ENSG00000077063	83992	CTTNBP2
ENSG00000161513	2232	FDXR
ENSG00000136960	5168	ENPP2
ENSG00000123213	57486	NLN
ENSG00000105499	8605	PLA2G4C
ENSG00000114745	64689	GORASP1
ENSG00000244165	5032	P2RY11
ENSG00000189266	55629	PNRC2
ENSG00000152580	285313	IGSF10
ENSG00000177409	219285	SAMD9L
ENSG00000197872	81553	CYRIA
ENSG00000168303	136647	MPLKIP
ENSG00000166483	7465	WEE1
ENSG00000129250	10749	KIF1C
ENSG00000111801	10384	BTN3A3
ENSG00000093144	55862	ECHDC1
ENSG00000049246	8863	PER3
ENSG00000134294	54407	SLC38A2
ENSG00000097096	84144	SYDE2
ENSG00000101335	10398	MYL9
ENSG00000074590	9891	NUAK1
ENSG00000136156	9445	ITM2B
ENSG00000170315	7314	UBB
ENSG00000085224	546	ATRX
ENSG00000149577	51092	SIDT2
ENSG00000116194	9068	ANGPTL1
ENSG00000245812	101927740	LINC02202
ENSG00000167992	220001	VWCE
ENSG00000155324	65983	GRAMD2B
ENSG00000135679	4193	MDM2
ENSG00000142002	91039	DPP9
ENSG00000107821	81621	KAZALD1
ENSG00000135842	116496	NIBAN1
ENSG00000091317	54918	CMTM6
ENSG00000169692	10555	AGPAT2
ENSG00000161011	8878	SQSTM1
ENSG00000133818	22800	RRAS2
ENSG00000101255	57761	TRIB3
ENSG00000144746	10550	ARL6IP5
ENSG00000068305	4205	MEF2A
ENSG00000081052	1286	COL4A4
ENSG00000166979	59271	EVA1C
ENSG00000185532	5592	PRKG1
ENSG00000117143	6675	UAP1
ENSG00000134247	5738	PTGFRN
ENSG00000136877	2356	FPGS
ENSG00000158079	138639	PTPDC1
ENSG00000118762	5311	PKD2
ENSG00000169908	4071	TM4SF1
ENSG00000164105	8819	SAP30
ENSG00000213064	375035	SFT2D2
ENSG00000288445	11234	HPS5
ENSG00000258818	6038	RNASE4
ENSG00000154263	10349	ABCA10
ENSG00000166592	6236	RRAD
ENSG00000196639	3269	HRH1
ENSG00000137266	63027	SLC22A23
ENSG00000182704	25987	TSKU
ENSG00000119711	4329	ALDH6A1
ENSG00000183723	146223	CMTM4
ENSG00000109680	55296	TBC1D19
ENSG00000086062	2683	B4GALT1
ENSG00000292227	102724250	LOC102724250
ENSG00000130956	22927	HABP4
ENSG00000144730	54756	IL17RD
ENSG00000105894	5764	PTN
ENSG00000132688	10763	NES
ENSG00000168781	9677	PPIP5K1
ENSG00000126705	27245	AHDC1
ENSG00000130402	81	ACTN4
ENSG00000159216	861	RUNX1
ENSG00000159216	100506403	LOC100506403
ENSG00000121753	576	ADGRB2
ENSG00000143196	1805	DPT
ENSG00000008710	5310	PKD1
ENSG00000198369	200734	SPRED2
ENSG00000159423	8659	ALDH4A1
ENSG00000105137	85360	SYDE1
ENSG00000003096	90293	KLHL13
ENSG00000205581	3150	HMGN1
ENSG00000246705	55766	H2AJ
ENSG00000173757	6777	STAT5B
ENSG00000172667	64393	ZMAT3
ENSG00000087448	57542	KLHL42
ENSG00000183049	57118	CAMK1D
ENSG00000168679	9122	SLC16A4
ENSG00000187079	7003	TEAD1
ENSG00000068885	57560	IFT80
ENSG00000108468	10951	CBX1
ENSG00000211448	1734	DIO2
ENSG00000146006	26045	LRRTM2
ENSG00000184898	375287	RBM43
ENSG00000129048	51554	ACKR4
ENSG00000141298	85464	SSH2
ENSG00000080824	3320	HSP90AA1
ENSG00000204219	6920	TCEA3
ENSG00000167549	84940	CORO6
ENSG00000167642	10653	SPINT2
ENSG00000113916	604	BCL6
ENSG00000125430	9953	HS3ST3B1
ENSG00000180891	404093	CUEDC1
ENSG00000111452	283383	ADGRD1
ENSG00000164291	153642	ARSK
ENSG00000188153	1287	COL4A5
ENSG00000246763	503569	RGMB-AS1
ENSG00000132646	5111	PCNA
ENSG00000134987	134430	WDR36
ENSG00000070669	440	ASNS
ENSG00000163660	57018	CCNL1
ENSG00000160446	84885	ZDHHC12
ENSG00000064205	8839	CCN5
ENSG00000162664	284695	ZNF326
ENSG00000181192	55526	DHTKD1
ENSG00000106991	2022	ENG
ENSG00000291748	1281	COL3A1
ENSG00000134371	79577	CDC73
ENSG00000116005	51449	PCYOX1
ENSG00000106211	3315	HSPB1
ENSG00000105281	6510	SLC1A5
ENSG00000109501	7466	WFS1
ENSG00000139112	23710	GABARAPL1
ENSG00000177606	3725	JUN
ENSG00000171608	5293	PIK3CD
ENSG00000166986	4141	MARS1
ENSG00000167645	90522	YIF1B
ENSG00000170242	55031	USP47
ENSG00000135472	23017	FAIM2
ENSG00000196932	219623	TMEM26
ENSG00000136859	23452	ANGPTL2
ENSG00000267339	148145	LINC00906
ENSG00000169271	8988	HSPB3
ENSG00000155975	137492	VPS37A
ENSG00000158467	23382	AHCYL2
ENSG00000162604	83941	TM2D1
ENSG00000075420	64778	FNDC3B
ENSG00000012171	7869	SEMA3B
ENSG00000174804	8322	FZD4
ENSG00000156804	114907	FBXO32
ENSG00000170485	4862	NPAS2
ENSG00000166347	1528	CYB5A
ENSG00000116455	79084	WDR77
ENSG00000075624	60	ACTB
ENSG00000175482	57804	POLD4
ENSG00000137801	7057	THBS1
ENSG00000172935	116535	MRGPRF
ENSG00000100401	5905	RANGAP1
ENSG00000108861	1845	DUSP3
ENSG00000271254	124905564	LOC124905564
ENSG00000129353	57153	SLC44A2
ENSG00000103710	51285	RASL12
ENSG00000283239	104266957	KBTBD11-OT1
ENSG00000113083	4015	LOX
ENSG00000124702	116138	KLHDC3
ENSG00000146373	154214	RNF217
ENSG00000160408	30815	ST6GALNAC6
ENSG00000166341	8642	DCHS1
ENSG00000051620	23593	HEBP2
ENSG00000162630	8707	B3GALT2
ENSG00000162643	126820	DNAI3
ENSG00000111371	81539	SLC38A1
ENSG00000159023	2035	EPB41
ENSG00000145362	287	ANK2
ENSG00000107731	219699	UNC5B
ENSG00000106809	4969	OGN
ENSG00000182199	6472	SHMT2
ENSG00000166681	27018	BEX3
ENSG00000123352	65244	SPATS2
ENSG00000198189	51170	HSD17B11
ENSG00000123094	11228	RASSF8
ENSG00000198960	54470	ARMCX6
ENSG00000181826	768211	RELL1
ENSG00000077264	5063	PAK3
ENSG00000107968	1326	MAP3K8
ENSG00000214548	55384	MEG3
ENSG00000196924	2316	FLNA
ENSG00000196562	55959	SULF2
ENSG00000142227	2014	EMP3
ENSG00000168502	23255	MTCL1
ENSG00000117280	8934	RAB29
ENSG00000197321	6840	SVIL
ENSG00000182158	64764	CREB3L2
ENSG00000172939	9943	OXSR1
ENSG00000179300	203430	RTL3
ENSG00000196850	160760	PPTC7
ENSG00000105516	1628	DBP
ENSG00000123737	5393	EXOSC9
ENSG00000124225	56937	PMEPA1
ENSG00000066322	64834	ELOVL1
ENSG00000185112	131583	FAM43A
ENSG00000048740	10659	CELF2
ENSG00000275338	9727	RAB11FIP3
ENSG00000139436	9815	GIT2
ENSG00000157617	25966	C2CD2
ENSG00000104936	1760	DMPK
ENSG00000078124	55331	ACER3
ENSG00000152990	166647	ADGRA3
ENSG00000105327	27113	BBC3
ENSG00000158301	114928	GPRASP2
ENSG00000158301	100528062	ARMCX5-GPRASP2
ENSG00000090376	11213	IRAK3
ENSG00000127324	7103	TSPAN8
ENSG00000131979	2643	GCH1
ENSG00000158813	1896	EDA
ENSG00000213853	2013	EMP2
ENSG00000168621	2668	GDNF
ENSG00000165915	91252	SLC39A13
ENSG00000161381	57125	PLXDC1
ENSG00000101290	8760	CDS2
ENSG00000100592	23002	DAAM1
ENSG00000110492	4192	MDK
ENSG00000113739	8614	STC2
ENSG00000162458	54751	FBLIM1
ENSG00000131370	9467	SH3BP5
ENSG00000132510	23135	KDM6B
ENSG00000164330	1879	EBF1
ENSG00000135678	1368	CPM
ENSG00000123983	2181	ACSL3
ENSG00000272870	105377540	SAP30-DT
ENSG00000106524	57037	ANKMY2
ENSG00000177426	7050	TGIF1
ENSG00000182010	219790	RTKN2
ENSG00000143028	284612	SYPL2
ENSG00000136193	9805	SCRN1
ENSG00000136378	11173	ADAMTS7
ENSG00000196139	8644	AKR1C3
ENSG00000159674	10417	SPON2
ENSG00000185650	677	ZFP36L1
ENSG00000123358	3164	NR4A1
ENSG00000105711	6324	SCN1B
ENSG00000068831	10235	RASGRP2
ENSG00000143384	4170	MCL1
ENSG00000143384	574406	ADAMTSL4-AS1
ENSG00000128602	6608	SMO
ENSG00000023608	6617	SNAPC1
ENSG00000112290	8936	WASF1
ENSG00000131634	79652	TMEM204
ENSG00000137872	80031	SEMA6D
ENSG00000064393	28996	HIPK2
ENSG00000126561	6776	STAT5A
ENSG00000165821	6297	SALL2
ENSG00000183621	220929	ZNF438
ENSG00000206560	23243	ANKRD28
ENSG00000010278	928	CD9
ENSG00000205730	162073	ITPRIPL2
ENSG00000155893	92370	PXYLP1
ENSG00000164294	493869	GPX8
ENSG00000171603	22883	CLSTN1
ENSG00000166949	4088	SMAD3
ENSG00000149403	2900	GRIK4
ENSG00000105486	3978	LIG1
ENSG00000196372	79754	ASB13
ENSG00000108828	10493	VAT1
ENSG00000161682	284069	FAM171A2
ENSG00000171492	55144	LRRC8D
ENSG00000145901	10318	TNIP1
ENSG00000174780	6731	SRP72
ENSG00000143753	8560	DEGS1
ENSG00000198932	9737	GPRASP1
ENSG00000100106	11078	TRIOBP
ENSG00000136560	10010	TANK
ENSG00000198363	444	ASPH
ENSG00000101342	140711	TLDC2
ENSG00000172831	8824	CES2
ENSG00000131459	9945	GFPT2
ENSG00000179295	5781	PTPN11
ENSG00000184575	11260	XPOT
ENSG00000116704	23169	SLC35D1
ENSG00000184304	5587	PRKD1
ENSG00000228526	106614088	MIR34AHG
ENSG00000188176	342527	SMTNL2
ENSG00000168234	125488	TTC39C
ENSG00000072310	6720	SREBF1
ENSG00000182580	2049	EPHB3
ENSG00000221978	81669	CCNL2
ENSG00000078674	5108	PCM1
ENSG00000011566	8491	MAP4K3
ENSG00000134762	1825	DSC3
ENSG00000167106	399665	EEIG1
ENSG00000166974	10982	MAPRE2
ENSG00000158555	81544	GDPD5
ENSG00000104687	2936	GSR
ENSG00000077943	8516	ITGA8
ENSG00000096384	3326	HSP90AB1
ENSG00000178573	4094	MAF
ENSG00000136997	4609	MYC
ENSG00000108797	8506	CNTNAP1
ENSG00000164106	11341	SCRG1
ENSG00000226950	57291	DANCR
ENSG00000137965	10561	IFI44
ENSG00000145604	6502	SKP2
ENSG00000113552	10007	GNPDA1
ENSG00000121691	847	CAT
ENSG00000168481	203190	LGI3
ENSG00000172260	257194	NEGR1
ENSG00000031698	6301	SARS1
ENSG00000147576	137872	ADHFE1
ENSG00000161642	25946	ZNF385A
ENSG00000084636	1307	COL16A1
ENSG00000149792	740	MRPL49
ENSG00000102996	4324	MMP15
ENSG00000288145	1984	EIF5A
ENSG00000196743	2760	GM2A
ENSG00000166946	23582	CCNDBP1
ENSG00000177200	80205	CHD9
ENSG00000138944	85352	SHISAL1
ENSG00000267669	390860	RPLP0P12
ENSG00000100292	3162	HMOX1
ENSG00000115963	390	RND3
ENSG00000105835	10135	NAMPT
ENSG00000169045	3187	HNRNPH1
ENSG00000173706	57493	HEG1
ENSG00000040731	1008	CDH10
ENSG00000152642	23171	GPD1L
ENSG00000181072	1129	CHRM2
ENSG00000196843	10865	ARID5A
ENSG00000130635	1289	COL5A1
ENSG00000229619	401093	MBNL1-AS1
ENSG00000010017	10048	RANBP9
ENSG00000114850	6747	SSR3
ENSG00000111752	1911	PHC1
ENSG00000141522	396	ARHGDIA
ENSG00000067445	7216	TRO
ENSG00000168792	116236	ABHD15
ENSG00000150977	196383	RILPL2
ENSG00000101439	1471	CST3
ENSG00000175970	84747	UNC119B
ENSG00000119673	10965	ACOT2
ENSG00000148082	53358	SHC3
ENSG00000134333	3939	LDHA
ENSG00000168538	60684	TRAPPC11
ENSG00000101782	8780	RIOK3
ENSG00000114767	9136	RRP9
ENSG00000085377	5550	PREP
